Loading handle mappings...
  CMOTamilnadu: 9504 IDs
  mkstalin: 4663 IDs
  TRBRajaa: 20441 IDs

Processing batches 5 to 692 (688 batches)

Batch 347 (50 tweets)... 44 fetched, 9 404s, 0 errors

Batch 348 (50 tweets)... 49 fetched, 10 404s, 0 errors

Batch 349 (50 tweets)... 45 fetched, 15 404s, 0 errors

Batch 350 (50 tweets)... 45 fetched, 20 404s, 0 errors

Batch 351 (50 tweets)... 49 fetched, 21 404s, 0 errors

Batch 352 (50 tweets)... 50 fetched, 21 404s, 0 errors

Batch 353 (50 tweets)... 46 fetched, 25 404s, 0 errors

Batch 354 (50 tweets)... 47 fetched, 28 404s, 0 errors

Batch 355 (50 tweets)... 47 fetched, 31 404s, 0 errors
